Age,Gender,Student_Working_Status,Daily_Social_Media_Hours,Screen_Time_Hours,Night_Scrolling_Frequency,Online_Gaming_Hours,Content_Type_Preference,Exercise_Frequency_per_Week,Daily_Sleep_Hours,Caffeine_Intake_Cups,Study_Work_Hours_per_Day,Overthinking_Score,Anxiety_Score,Mood_Stability_Score,Social_Comparison_Index,Sleep_Quality_Score,Motivation_Level,Emotional_Fatigue_Score,Wellbeing_Index,Burnout_Risk,Sleep_Efficiency,Screen_Time_Ratio,Wellbeing_Balance
24,Male,Both,5.38,9.7,4.87,3.54,Lifestyle,0.0,6.1,1.2,4.28,6.3,5.77,5.74,5.75,6.24,2.9,9.17,2.47,High,0.8788732394366198,0.5418994413407822,-6.27
20,Female,Student,4.53,6.35,2.15,0.88,Entertainment,4.12,9.08,1.12,4.8,4.26,1.98,6.79,4.96,9.38,7.86,2.5,7.27,Low,0.9305555555555556,0.42560321715817695,5.36
19,Female,Student,6.98,8.49,1.7,0.0,Lifestyle,2.76,6.33,1.47,5.34,2.45,1.84,8.52,5.53,5.22,4.93,5.74,4.96,Medium,0.7121418826739426,0.48047538200339557,-0.8100000000000005
24,Female,Working,7.01,10.73,3.48,1.99,Gaming,3.61,7.36,1.34,10.36,6.0,5.59,4.99,5.77,7.13,5.31,6.67,3.77,High,0.8528708133971292,0.6448317307692307,-1.3600000000000003
18,Female,Working,2.08,5.09,2.49,0.0,Gaming,4.24,5.65,2.26,4.44,3.39,4.95,6.31,3.72,6.92,4.48,4.22,4.37,Medium,1.0406015037593985,0.2773841961852861,0.2600000000000007
25,Female,Student,1.76,4.93,3.74,0.86,Gaming,4.06,6.13,2.59,6.59,3.85,3.04,5.36,2.1,7.57,5.61,3.81,5.04,Medium,1.0617110799438991,0.2758813654168998,1.8000000000000003
20,Male,Student,2.85,4.68,2.81,3.79,Educational,3.64,7.78,1.59,2.06,5.01,3.8,7.08,4.85,6.88,7.61,4.01,5.89,Medium,0.7835990888382687,0.28853267570900126,3.6000000000000005
19,Male,Student,5.06,7.99,2.48,0.0,News,3.37,6.84,0.72,7.13,3.85,7.05,3.7,4.08,5.73,5.13,8.77,2.22,High,0.7308673469387755,0.46561771561771564,-3.6399999999999997
20,Female,Student,4.59,6.9,1.84,0.51,Entertainment,3.96,8.73,1.64,5.66,3.67,3.88,5.03,4.23,8.87,7.45,5.53,5.55,Medium,0.9116135662898252,0.45186640471512773,1.92
22,Male,Working,5.52,7.38,3.6,0.0,Entertainment,1.44,5.86,0.98,2.64,5.73,4.61,5.31,5.91,7.1,3.38,4.44,3.76,High,1.0349854227405246,0.4068357221609702,-1.0600000000000005
25,Female,Student,2.45,5.1,2.73,0.0,Entertainment,2.49,8.79,2.02,7.84,5.56,4.56,4.37,5.38,8.15,5.56,4.82,4.47,Medium,0.8324821246169561,0.3353057199211045,0.7399999999999993
24,Female,Working,1.34,4.16,3.21,0.62,Lifestyle,1.89,6.45,0.0,6.77,3.85,3.36,5.84,1.77,6.09,5.85,6.84,4.23,Medium,0.8174496644295302,0.23703703703703705,-0.9900000000000002
24,Non-binary,Student,3.11,4.88,2.04,1.1,Educational,2.73,6.36,1.32,3.18,6.08,6.37,3.78,3.98,5.27,5.35,5.89,2.76,High,0.7160326086956521,0.2766439909297052,-0.54
24,Non-binary,Student,4.88,7.49,3.53,3.23,Educational,2.62,7.03,2.64,5.97,3.8,3.61,5.22,4.35,7.26,3.58,4.6,3.98,High,0.9041095890410957,0.44136711844431353,-1.0199999999999996
25,Male,Student,4.24,6.54,2.98,0.72,Entertainment,0.33,6.25,1.83,6.79,4.13,3.81,5.32,2.98,6.43,6.41,5.44,4.51,Medium,0.8868965517241378,0.3684507042253521,0.9699999999999998
18,Non-binary,Student,5.87,8.67,2.9,2.26,Entertainment,1.98,7.57,3.05,6.13,3.41,2.72,5.2,6.59,7.68,5.75,5.2,4.89,Medium,0.896149358226371,0.5276932440657334,0.5499999999999998
21,Female,Student,2.93,5.52,3.59,4.06,Gaming,4.57,6.34,0.0,7.75,4.22,5.72,5.36,5.71,5.86,6.34,6.23,3.86,High,0.7983651226158038,0.31257078142695355,0.10999999999999943
23,Female,Student,5.49,10.16,0.51,4.46,Lifestyle,2.47,5.79,0.69,6.76,2.96,2.21,6.55,7.21,6.21,5.2,4.38,4.89,Medium,0.914580265095729,0.557935200439319,0.8200000000000003
26,Male,Student,3.09,6.32,1.74,0.6,Gaming,3.18,6.43,0.95,8.59,2.93,2.71,6.53,3.97,4.61,3.76,3.72,3.9,High,0.6204576043068641,0.3597040409789414,0.03999999999999959
19,Female,Student,5.17,7.68,2.78,3.86,News,6.15,3.74,1.65,2.71,4.65,5.7,5.88,7.13,2.55,3.94,6.06,2.16,High,0.5379746835443038,0.3790720631786772,-2.1199999999999997
18,Male,Student,5.14,9.14,3.16,2.35,Gaming,3.57,5.73,2.43,9.55,4.75,4.74,5.25,6.03,4.46,1.68,5.15,2.15,High,0.662704309063893,0.5002736726874658,-3.4700000000000006
19,Female,Both,6.36,7.27,3.42,3.37,News,5.4,7.08,0.96,5.87,4.87,4.96,5.23,4.78,8.0,4.96,6.05,4.23,Medium,0.9900990099009901,0.42966903073286045,-1.0899999999999999
24,Male,Student,1.99,5.55,2.21,0.0,News,3.42,8.05,0.36,9.97,4.82,3.26,6.87,1.98,8.73,4.59,3.31,5.63,Medium,0.9646408839779005,0.34796238244514105,1.2799999999999998
20,Female,Working,6.07,9.28,3.37,0.95,Gaming,2.38,7.51,0.74,2.55,4.94,3.2,7.22,4.86,7.21,4.86,6.42,4.83,Medium,0.8472385428907169,0.5627653123104911,-1.5599999999999996
19,Male,Student,4.67,7.96,2.52,2.11,Entertainment,2.45,6.72,1.64,5.87,6.08,5.34,3.84,3.17,6.45,5.23,7.99,2.95,High,0.8354922279792747,0.46064814814814814,-2.76
24,Male,Student,4.09,6.57,2.08,0.0,Gaming,3.62,6.53,0.86,9.61,5.04,4.78,4.48,4.31,6.15,3.33,3.2,3.32,High,0.8167330677290837,0.37607326846021755,0.1299999999999999
19,Male,Student,3.8,7.64,3.69,0.49,News,3.31,6.15,1.34,5.11,4.7,2.91,4.91,3.38,6.81,5.51,6.45,4.19,Medium,0.9524475524475523,0.42801120448179264,-0.9400000000000004
20,Male,Both,3.89,7.24,3.91,0.0,Educational,4.87,6.42,0.23,1.0,4.05,3.98,4.51,4.43,7.49,3.93,1.84,4.34,Medium,1.009433962264151,0.41183162684869173,2.09
24,Male,Working,4.06,7.92,3.8,0.91,News,6.67,7.23,2.78,6.13,5.16,4.83,5.66,4.32,7.71,5.75,3.98,4.9,Medium,0.9368165249088699,0.47227191413237923,1.77
21,Female,Both,1.59,3.71,3.22,1.15,Lifestyle,4.5,5.58,1.94,6.94,6.1,5.94,5.5,4.58,6.14,4.56,4.62,3.64,High,0.9331306990881458,0.20141150922909878,-0.0600000000000005
18,Female,Working,4.37,8.48,3.42,5.69,Educational,3.28,6.44,1.65,7.22,6.83,5.68,5.93,4.89,7.06,4.74,7.45,3.72,High,0.9489247311827956,0.4829157175398634,-2.71
22,Female,Student,4.23,6.7,3.41,1.9,Gaming,3.85,7.71,0.22,6.75,3.78,3.2,6.95,3.91,8.09,6.51,4.83,5.84,Medium,0.9288174512055108,0.4112952731737263,1.6799999999999997
26,Female,Both,3.01,4.54,4.11,0.0,News,3.85,7.44,2.45,5.85,6.05,4.17,6.49,2.63,7.33,5.53,5.49,4.84,Medium,0.8684834123222748,0.2741545893719807,0.040000000000000036
25,Male,Both,4.05,8.88,4.79,1.74,Educational,3.4,6.94,1.14,7.24,4.66,4.71,6.65,3.2,6.4,4.39,5.7,4.08,Medium,0.8060453400503779,0.5205158264947246,-1.3100000000000005
26,Male,Student,5.65,9.48,4.28,0.0,Entertainment,2.39,5.36,3.2,1.45,5.1,5.04,7.91,7.09,7.3,3.84,6.83,4.37,Medium,1.1477987421383646,0.5085836909871245,-2.99
26,Male,Both,3.08,8.0,1.31,2.67,Gaming,2.26,7.73,1.24,8.14,5.42,4.61,5.51,4.07,7.07,5.83,5.1,4.52,Medium,0.8098510882016037,0.49170251997541486,0.7300000000000004
24,Non-binary,Working,2.29,5.27,2.42,2.78,News,3.54,4.1,1.57,7.01,3.78,4.95,5.54,1.32,4.06,5.14,3.66,3.48,High,0.796078431372549,0.2648241206030151,1.4799999999999995
21,Female,Both,2.92,6.91,5.06,0.0,Lifestyle,1.61,5.69,0.53,4.83,5.16,6.38,3.3,4.33,6.44,3.98,5.88,2.53,High,0.9626307922272048,0.377389404696887,-1.9
22,Male,Both,0.87,5.11,1.09,2.15,Entertainment,2.9,6.86,0.42,3.93,3.94,3.99,3.96,4.44,6.27,4.9,6.03,3.37,High,0.7977099236641221,0.29813302217036175,-1.13
18,Male,Working,6.69,9.34,2.48,1.09,Lifestyle,5.48,7.5,2.52,8.08,5.01,4.3,5.66,5.52,7.77,4.91,3.27,4.85,Medium,0.9141176470588235,0.566060606060606,1.6400000000000001
18,Female,Working,2.75,4.15,5.27,0.32,Educational,1.19,5.92,1.36,5.12,5.92,6.67,5.4,4.25,5.72,1.72,6.96,2.01,High,0.8265895953757225,0.22953539823008853,-5.24
20,Female,Student,5.89,9.31,1.6,3.7,Lifestyle,2.34,7.06,2.93,11.18,4.2,2.95,6.06,5.69,6.75,6.0,5.95,4.79,Medium,0.8374689826302731,0.5495867768595041,0.04999999999999982
25,Female,Student,2.14,5.42,2.06,0.77,News,2.5,5.26,0.58,4.54,5.29,4.44,6.69,3.94,4.8,3.4,4.88,3.41,High,0.7667731629392971,0.2892209178228388,-1.48
19,Female,Student,3.07,6.4,2.88,1.97,News,4.62,6.98,0.34,7.2,4.11,4.01,6.74,5.52,5.38,5.3,5.21,4.27,Medium,0.6741854636591478,0.3760282021151587,0.08999999999999986
21,Female,Student,4.1,7.1,1.39,0.98,Lifestyle,3.68,7.8,0.95,8.45,6.26,2.2,6.34,3.04,9.35,6.42,3.7,6.39,Medium,1.0624999999999998,0.4382716049382716,2.7199999999999998
19,Male,Student,4.97,7.45,4.02,3.57,Educational,4.3,6.43,0.0,1.31,5.71,3.27,5.43,5.0,6.87,5.63,5.02,4.6,Medium,0.9246298788694483,0.42401821286283436,0.6100000000000003
22,Female,Working,3.9,6.29,3.64,1.11,News,4.73,8.3,1.27,4.81,5.29,4.2,6.72,3.12,8.99,7.14,5.51,6.0,Medium,0.9666666666666666,0.40063694267515926,1.63
26,Female,Student,1.69,5.38,4.38,0.51,News,6.74,6.92,2.38,5.85,5.05,5.78,4.62,2.24,6.74,5.14,5.31,3.65,High,0.851010101010101,0.3149882903981265,-0.16999999999999993
18,Female,Working,3.92,3.82,1.09,1.49,Lifestyle,0.21,7.4,2.58,8.7,5.24,4.66,6.04,4.31,6.44,3.42,5.53,3.6,High,0.7666666666666667,0.2301204819277108,-2.1100000000000003
22,Female,Working,5.89,7.18,3.63,0.0,Lifestyle,7.0,6.82,0.0,5.58,4.86,5.42,4.07,5.13,7.21,6.24,4.75,4.14,Medium,0.9219948849104859,0.4179278230500582,1.4900000000000002
26,Male,Working,4.49,5.64,2.97,4.39,Educational,4.86,3.95,0.0,6.8,4.65,4.47,7.87,6.9,4.0,5.92,4.3,4.47,Medium,0.8080808080808081,0.28129675810473814,1.62
18,Male,Student,7.32,8.31,1.11,3.72,Entertainment,6.6,7.91,0.86,7.02,5.91,2.83,6.43,7.31,8.06,6.68,2.59,6.16,Medium,0.9046015712682379,0.5164698570540709,4.09
26,Male,Student,4.26,7.11,5.37,1.18,Gaming,2.49,7.22,0.0,3.01,5.44,4.88,5.81,3.49,6.63,3.55,6.26,3.48,High,0.8065693430656935,0.4237187127532777,-2.71
25,Male,Student,5.52,9.08,1.81,0.34,Gaming,3.31,6.68,2.5,6.28,5.05,5.17,6.5,6.45,5.52,4.94,7.71,3.51,High,0.71875,0.5242494226327945,-2.7699999999999996
21,Female,Student,4.79,8.31,3.53,0.78,Gaming,1.54,5.09,1.35,5.2,5.48,5.84,4.02,5.7,5.26,4.27,6.55,2.46,High,0.8637110016420361,0.43945002644103653,-2.2800000000000002
22,Female,Working,3.05,4.83,2.58,0.0,Lifestyle,0.7,6.45,1.01,4.46,4.19,3.74,5.94,4.46,5.03,5.03,4.68,3.93,High,0.6751677852348994,0.2752136752136752,0.35000000000000053
22,Female,Student,3.91,5.2,3.7,0.59,News,3.08,6.1,2.46,7.73,4.84,3.71,4.89,4.72,6.81,4.49,3.67,4.17,Medium,0.9591549295774647,0.2905027932960894,0.8200000000000003
23,Male,Working,5.67,8.83,2.35,0.65,News,2.47,4.2,1.6,8.75,6.73,7.16,3.35,5.46,3.38,1.37,7.86,1.0,High,0.6499999999999999,0.44595959595959594,-6.49
24,Female,Student,3.48,6.99,4.05,0.0,Entertainment,2.69,9.04,0.73,3.62,6.06,5.11,4.52,3.13,10.0,6.7,7.3,5.0,Medium,0.9960159362549802,0.4672459893048128,-0.5999999999999996
25,Male,Student,4.6,8.18,4.86,3.16,News,1.83,8.03,0.56,10.12,7.16,5.82,5.55,3.99,6.32,5.06,7.16,3.48,High,0.699889258028793,0.5122103944896681,-2.1000000000000005
25,Female,Working,3.07,4.65,3.15,1.33,Lifestyle,3.69,5.56,0.39,7.85,3.41,6.46,4.7,4.42,4.4,4.28,5.96,2.39,High,0.6707317073170732,0.25216919739696314,-1.6799999999999997
19,Male,Student,5.39,9.22,1.04,2.26,Educational,3.42,5.69,1.84,5.78,5.26,4.89,4.41,6.03,5.31,4.22,5.02,2.99,High,0.7937219730941703,0.5035499726925178,-0.7999999999999998
26,Male,Working,4.12,7.3,1.54,1.03,Educational,3.31,6.78,2.05,11.81,5.4,4.51,4.24,4.5,8.34,6.3,6.77,4.41,Medium,1.0719794344473008,0.42392566782810687,-0.46999999999999975
24,Female,Working,5.3,7.3,5.15,0.0,Gaming,1.8,7.48,3.1,5.83,6.51,5.09,6.52,4.89,7.21,4.52,5.46,4.32,Medium,0.8502358490566038,0.44188861985472155,-0.9400000000000004
21,Female,Student,5.87,8.24,3.69,0.73,Gaming,1.7,6.33,0.3,5.37,4.27,3.05,7.13,4.78,5.94,5.59,5.54,4.79,Medium,0.810368349249659,0.46632710809281264,0.04999999999999982
21,Male,Student,5.01,7.12,2.77,0.56,Educational,3.17,6.93,2.07,8.55,7.3,6.11,5.06,6.71,7.29,4.86,6.94,3.56,High,0.9192938209331653,0.4171060339777387,-2.08
25,Male,Working,3.73,5.92,4.31,2.93,Gaming,1.43,5.7,0.45,6.88,6.45,6.23,3.91,4.21,5.46,4.02,7.38,2.19,High,0.8149253731343283,0.32349726775956283,-3.3600000000000003
21,Female,Working,3.76,7.85,2.64,3.47,Gaming,3.52,5.55,1.68,5.28,6.91,5.94,5.15,3.85,6.0,4.07,7.17,2.89,High,0.916030534351145,0.4254742547425474,-3.0999999999999996
23,Male,Student,0.84,4.36,4.08,0.0,Entertainment,1.33,5.89,0.99,7.88,3.25,2.97,6.65,4.84,5.76,4.2,4.06,4.36,Medium,0.8359941944847605,0.24075096631695198,0.14000000000000057
22,Female,Working,4.64,6.53,0.72,1.29,Educational,4.73,5.87,1.7,5.0,5.32,4.71,3.95,3.77,6.97,4.44,6.03,3.33,High,1.014556040756914,0.3601765030336459,-1.5899999999999999
20,Female,Student,5.57,8.12,2.5,1.45,Entertainment,2.07,4.76,2.45,6.48,4.81,5.21,4.26,4.89,3.59,3.97,7.3,1.86,High,0.6232638888888888,0.42203742203742195,-3.3299999999999996
19,Female,Student,2.14,5.74,1.99,0.67,Gaming,5.32,6.58,2.21,3.94,3.81,2.81,6.51,1.0,5.72,7.31,6.22,5.01,Medium,0.7546174142480211,0.32950631458094143,1.0899999999999999
26,Female,Student,3.77,4.74,1.3,0.92,News,3.92,8.18,0.0,5.17,4.03,2.89,5.6,3.8,8.01,6.62,3.05,5.75,Medium,0.8725490196078431,0.29962073324905186,3.5700000000000003
26,Male,Student,3.73,7.33,2.17,1.51,Gaming,1.81,5.24,0.27,10.37,5.21,3.18,6.25,6.68,5.25,5.34,4.97,4.25,Medium,0.8413461538461539,0.390724946695096,0.3700000000000001
18,Male,Student,4.7,9.67,2.8,0.0,Gaming,3.57,5.92,0.51,5.07,4.1,3.22,5.92,7.1,6.95,5.85,5.57,4.78,Medium,1.004335260115607,0.5348451327433629,0.27999999999999936
20,Male,Student,4.22,7.54,2.29,1.74,Entertainment,4.89,5.68,2.83,6.98,3.69,4.98,4.81,4.87,5.38,5.41,5.91,3.38,High,0.8053892215568862,0.4115720524017467,-0.5
25,Female,Student,2.63,5.45,3.59,2.03,Lifestyle,1.98,5.18,3.06,4.74,4.09,5.06,4.66,3.67,4.83,2.5,7.25,1.94,High,0.7815533980582525,0.28958554729011693,-4.75
23,Male,Student,6.42,7.9,3.12,0.0,Lifestyle,2.27,3.0,2.22,8.52,5.28,7.22,4.95,5.2,3.28,3.0,7.57,1.28,High,0.82,0.3761904761904762,-4.57
22,Female,Working,1.5,2.19,2.39,3.6,News,3.5,5.63,0.78,6.61,4.12,4.41,3.75,1.85,6.13,4.32,4.72,3.21,High,0.9245852187028658,0.11921611322808927,-0.39999999999999947
22,Male,Student,3.09,5.58,4.39,1.33,Gaming,4.63,5.7,2.89,3.14,5.24,5.45,4.4,5.07,5.9,4.43,4.02,3.33,High,0.8805970149253731,0.30491803278688523,0.41000000000000014
23,Male,Working,2.0,5.49,3.9,3.54,Lifestyle,2.83,7.7,1.22,5.78,5.36,3.81,5.1,2.61,8.06,5.28,3.9,4.87,Medium,0.9264367816091955,0.33680981595092024,1.3800000000000003
24,Male,Working,4.53,7.37,3.44,1.76,News,3.57,6.49,1.04,5.64,6.61,4.76,5.12,4.19,6.86,5.83,6.64,4.04,Medium,0.9158878504672897,0.420902341519132,-0.8099999999999996
18,Male,Student,4.7,8.92,1.52,1.48,Gaming,5.05,7.56,0.0,5.35,5.39,4.72,7.36,3.74,7.39,5.02,4.5,5.06,Medium,0.8633177570093459,0.5425790754257908,0.5199999999999996
26,Male,Student,3.82,7.19,3.4,2.98,Educational,2.05,6.51,2.95,6.89,6.05,4.22,4.86,4.91,5.9,3.11,8.04,2.58,High,0.7856191744340879,0.4110920526014865,-4.93
20,Male,Student,2.18,4.38,3.75,1.94,News,1.41,6.14,1.73,3.53,4.63,4.97,5.07,3.59,5.08,2.9,5.46,2.61,High,0.711484593837535,0.24524076147816348,-2.56
21,Male,Both,2.6,6.86,4.01,0.0,Lifestyle,4.76,8.72,1.21,4.39,4.86,3.53,4.37,3.21,7.86,5.21,5.55,4.3,Medium,0.8086419753086419,0.4489528795811519,-0.33999999999999986
18,Female,Working,5.34,8.93,2.47,1.64,Gaming,3.96,6.03,2.14,10.01,5.18,5.65,4.22,5.99,6.68,3.4,7.88,2.51,High,0.9502133712660028,0.4969393433500278,-4.48
20,Female,Both,3.88,5.3,4.47,2.18,News,0.8,6.57,1.17,8.19,5.03,4.7,5.49,4.44,8.05,5.16,5.08,4.6,Medium,1.0634081902245707,0.30407343660355707,0.08000000000000007
19,Male,Student,3.32,5.33,4.32,0.51,Entertainment,5.39,5.9,2.04,5.73,6.0,6.94,2.28,3.29,5.59,4.35,5.07,2.07,High,0.8101449275362318,0.29447513812154696,-0.7200000000000006
19,Female,Working,2.96,5.46,4.87,3.41,News,4.05,5.9,1.64,5.91,5.72,5.24,6.29,4.38,5.91,3.97,5.45,3.61,High,0.8565217391304347,0.3016574585635359,-1.48
18,Female,Student,3.82,8.59,1.43,1.14,Lifestyle,3.72,7.83,0.77,4.43,4.23,3.57,5.04,5.27,7.64,7.08,5.66,5.05,Medium,0.8652321630804076,0.5312306740878169,1.42
25,Non-binary,Working,4.85,8.59,2.53,1.76,Gaming,2.83,6.58,0.26,7.34,5.72,5.57,5.22,2.97,6.84,6.73,6.33,4.28,Medium,0.9023746701846965,0.49311136624569457,0.40000000000000036
20,Female,Student,3.63,5.6,1.41,1.37,Educational,2.21,5.3,2.51,8.22,5.19,5.27,4.36,3.74,3.88,4.62,6.49,2.33,High,0.6158730158730159,0.2994652406417112,-1.87
20,Male,Working,4.65,10.82,2.03,2.9,Educational,3.46,6.8,0.0,6.02,3.21,3.6,6.2,3.32,6.49,4.58,3.98,4.49,Medium,0.8320512820512821,0.6290697674418605,0.6000000000000001
23,Female,Working,1.66,5.44,1.34,2.74,News,4.64,7.74,0.15,4.24,2.74,2.71,5.75,4.9,7.36,6.61,1.5,5.87,Medium,0.8421052631578948,0.3345633456334564,5.11
25,Female,Working,5.7,7.51,1.72,1.31,Entertainment,1.69,5.69,0.56,5.32,5.81,7.98,4.39,4.2,4.32,1.76,6.26,1.12,High,0.6457399103139013,0.4101583833970508,-4.5
26,Male,Student,3.94,6.65,3.78,0.25,Educational,2.95,5.7,0.78,3.22,5.89,8.28,4.97,4.84,5.63,3.3,7.89,1.94,High,0.8402985074626865,0.3633879781420765,-4.59
26,Female,Working,2.53,5.01,2.48,0.0,Entertainment,4.32,5.74,1.55,8.87,5.8,5.05,3.97,3.56,6.42,4.55,5.67,3.19,High,0.9525222551928783,0.2743702081051479,-1.12
21,Male,Student,4.66,6.82,1.61,0.93,News,4.66,6.21,1.39,3.88,5.12,3.6,4.06,6.15,6.27,5.14,4.47,3.81,High,0.869625520110957,0.3833614390106802,0.6699999999999999
22,Non-binary,Student,4.27,8.57,5.41,1.61,Gaming,2.03,7.05,0.18,6.62,7.57,5.78,5.28,5.87,7.81,4.27,7.58,3.56,High,0.9701863354037266,0.5056047197640119,-3.3100000000000005
19,Female,Student,2.31,5.19,3.43,1.23,Gaming,3.2,6.55,0.99,6.39,5.58,5.78,5.08,3.81,6.21,6.09,6.37,3.77,High,0.8225165562913908,0.29742120343839545,-0.28000000000000025
26,Female,Student,3.82,7.75,1.69,1.09,Educational,2.3,6.75,2.54,3.07,5.28,5.38,4.79,3.58,6.03,4.51,6.87,3.07,High,0.7780645161290323,0.4492753623188406,-2.3600000000000003
25,Female,Working,3.22,6.1,2.7,0.31,Educational,3.22,8.16,1.54,7.31,5.33,5.5,4.13,2.64,7.26,5.8,5.15,3.96,High,0.7925764192139738,0.38510101010101006,0.6499999999999995
20,Female,Student,2.1,4.74,3.23,0.0,Educational,3.32,6.67,2.07,10.5,5.73,5.98,3.4,3.11,7.27,6.74,5.48,3.89,High,0.9478487614080834,0.27351413733410274,1.2599999999999998
26,Female,Student,3.37,5.77,2.64,1.33,Educational,3.28,7.43,0.14,6.34,4.07,3.15,8.59,2.97,8.55,7.52,4.64,6.92,Medium,1.01423487544484,0.348219674109837,2.88
20,Female,Student,2.43,5.45,2.37,0.0,News,4.79,5.85,1.29,5.34,5.0,5.83,4.62,2.63,4.71,5.02,5.59,2.87,High,0.6875912408759124,0.30027548209366395,-0.5700000000000003
26,Female,Working,2.17,4.39,2.27,1.51,Entertainment,3.16,7.12,2.22,3.48,4.34,4.04,4.72,5.17,8.34,6.61,3.32,5.33,Medium,1.0270935960591132,0.26007109004739337,3.2900000000000005
19,Female,Student,4.75,7.72,3.86,1.9,Lifestyle,0.62,6.88,1.59,8.2,5.69,3.28,4.9,5.83,7.58,5.56,5.0,4.63,Medium,0.9619289340101523,0.4509345794392523,0.5599999999999996
26,Female,Working,4.46,6.89,3.77,3.3,News,1.88,6.18,0.47,3.27,4.59,5.74,3.94,5.54,7.6,4.5,6.88,3.24,High,1.0584958217270195,0.38664421997755327,-2.38
25,Non-binary,Student,3.61,5.27,1.79,0.7,Educational,7.0,6.87,1.88,6.75,5.09,4.89,4.42,1.49,8.04,6.49,3.76,4.88,Medium,1.0216010165184242,0.3076474022183304,2.7300000000000004
26,Female,Working,0.64,3.28,0.92,0.0,Educational,1.86,4.68,1.5,5.01,3.79,5.96,5.82,1.13,3.28,2.95,3.88,2.38,High,0.5774647887323944,0.16977225672877846,-0.9299999999999997
22,Female,Student,3.89,5.11,1.95,0.98,Educational,3.8,7.09,1.09,6.45,4.22,5.59,5.0,4.51,7.65,5.37,5.59,4.14,Medium,0.9456118665018542,0.30218805440567714,-0.21999999999999975
19,Male,Working,5.14,9.5,4.51,1.64,Lifestyle,5.1,4.92,2.02,8.11,6.05,5.27,5.18,4.95,4.24,4.8,6.31,2.81,High,0.7162162162162162,0.4979035639412998,-1.5099999999999998
25,Female,Student,5.82,9.32,2.65,3.27,Entertainment,5.71,8.08,0.62,5.44,6.74,3.84,6.76,5.16,8.43,6.87,3.5,6.13,Medium,0.9284140969162995,0.585427135678392,3.37
23,Male,Student,5.53,8.06,2.59,3.1,Educational,3.27,6.28,1.19,7.09,6.02,4.65,4.76,4.66,6.58,2.76,5.99,2.92,High,0.9038461538461539,0.4548532731376976,-3.2300000000000004
25,Male,Student,2.22,3.45,3.59,1.15,Gaming,4.36,5.61,1.28,3.73,5.47,6.35,3.44,4.47,6.13,4.15,5.29,2.64,High,0.9273827534039334,0.18760195758564438,-1.1399999999999997
22,Male,Both,2.83,5.85,1.49,0.98,Educational,2.94,7.41,2.28,3.0,3.05,2.83,6.31,2.88,7.43,5.95,5.03,5.25,Medium,0.8834720570749107,0.35262206148282094,0.9199999999999999
19,Female,Working,3.75,6.98,3.22,0.0,Lifestyle,1.92,6.97,1.59,2.95,3.88,2.15,5.18,4.58,6.66,7.09,6.81,4.82,Medium,0.8356336260978671,0.40986494421608927,0.28000000000000025
23,Female,Working,3.88,7.3,2.55,0.79,Lifestyle,2.99,6.51,0.99,5.88,4.27,3.47,10.0,2.85,7.71,6.56,5.83,6.54,Medium,1.0266311584553929,0.41738136077758714,0.7299999999999995
22,Female,Student,4.05,6.27,2.38,2.14,Lifestyle,2.05,3.29,0.82,12.07,3.25,3.92,6.57,5.31,2.84,3.06,5.41,2.6,High,0.662004662004662,0.3027522935779816,-2.35
22,Female,Student,5.68,8.89,1.92,3.35,Lifestyle,5.17,7.69,0.08,3.57,4.7,4.5,7.9,4.64,8.28,7.28,4.74,6.28,Medium,0.9528193325661678,0.5450643776824035,2.54
18,Female,Student,4.29,9.2,4.46,2.41,News,5.74,6.61,0.7,1.0,6.08,4.98,5.6,3.18,5.95,8.13,5.55,4.8,Medium,0.7818659658344284,0.5290396779758482,2.580000000000001
19,Female,Student,5.82,8.3,3.19,0.48,Educational,3.35,5.84,1.44,4.29,4.09,4.71,4.96,4.17,4.95,5.42,5.15,3.47,High,0.7236842105263158,0.4570484581497798,0.2699999999999996
25,Male,Working,2.84,6.87,3.59,0.0,Gaming,1.73,5.34,0.0,2.78,4.72,4.96,4.36,4.25,4.79,5.51,5.65,3.12,High,0.7555205047318613,0.36816720257234725,-0.14000000000000057
20,Male,Student,3.42,6.4,2.59,1.8,News,1.51,8.02,1.41,4.06,4.27,1.45,5.65,5.68,7.0,5.92,4.69,5.17,Medium,0.7760532150776054,0.4005006257822278,1.2299999999999995
20,Male,Student,3.36,6.22,4.05,0.86,Entertainment,4.94,6.95,0.5,3.87,2.87,2.73,4.99,2.72,5.74,4.14,2.93,4.01,Medium,0.7220125786163523,0.36480938416422287,1.2099999999999995
25,Female,Student,3.92,7.05,4.41,2.25,News,1.88,8.48,2.37,4.7,4.18,3.4,6.25,4.44,9.05,5.95,5.22,5.65,Medium,0.9546413502109705,0.4542525773195876,0.7300000000000004
25,Female,Working,1.97,4.43,2.91,0.22,Educational,0.62,8.06,1.28,8.08,2.36,2.26,7.78,3.32,8.66,6.79,4.92,6.55,Medium,0.9558498896247241,0.2779171894604768,1.87
19,Female,Student,6.88,10.02,1.67,3.94,News,4.5,6.76,1.43,1.6,5.78,6.14,2.54,3.59,8.0,4.43,6.38,2.9,High,1.0309278350515465,0.5812064965197214,-1.9500000000000002
25,Non-binary,Both,4.14,8.11,3.75,0.79,Lifestyle,3.81,7.04,0.44,6.2,4.94,5.04,4.7,4.48,6.78,5.1,5.6,3.75,High,0.8432835820895523,0.4781839622641509,-0.5
